SID,P_Pref,C_Pref ,Cl_Support,Tr_Support,Cand_Support,Rep_Prim,Dem_Prim,PrimElect,Tr_Dona,Tr_Volu,Cl_Dona,Cl_Volu,Cand_Dona,Cand_Volu,prev_candSupport,Tr_Difi_Dist,Tr_Difi_Over,Cl_Difi_Dist,Cl_Difi_Over,Cand_Difi_Dist,Cand_Difi_Overlap,Dem_Iden,Rep_Iden,Party_Iden,Regi,Reg_Party,Reg_Party_Plan,Dem_Dona,Dem_Volu,Rep_Dona,Rep_Volu,Party_Dona,Party_Volu,prev_partySupport,Rep_Difi_Dist,Rep_Difi_Over,Dem_Difi_Dist,Dem_Difi_Over,Party_Difi_Dist,Party_Difi_Over,DG_Test1,DG_Test2,DG_Test3,DG_Choice,Expl,Tr_Happy,Cl_Happy,EarlyVote,candVote_Choice,ClintonSupporter_Happy,TrumpSupporter_Happy,OtherSupporter_Happy,Gender,Age,Education,Income,USCit,Surveys,SimSurv,Scept,Wave,DG_In
83,Democrat,Clinton,6,,6,,Clinton,Yes,,,No,No,No,No,0,,,51,44,51,44,5,,5,Yes,Dem,,No,No,,,No,No,0,,,51,44,51,44,30,30,20,0,i made that decision because i don't know who the person is.,3,6,No,,,,,Male,38,HS,"$25,001-$35,000",Yes,754,3,3,1,no
84,Republican,Trump,,5,5,Trump,,Yes,No,No,,,No,No,0,28,18,,,28,18,,4,4,Yes,Rep,,,,No,No,No,No,0,-7,0,,,-7,0,40,40,20,10,Because I don't know the other person.,7,1,No,,,,,Female,33,Coll,"$15,001-$25,000",Yes,500,3,2,1,no
85,Republican,Trump,,6,6,Other,,No,No,No,,,No,No,0,82,82,,,82,82,,5,5,Yes,Rep,,,,No,No,No,No,0,71,68,,,71,68,40,40,20,20,"To be fair and equal, so we each get the same amount.",6,2,No,,,,,Female,27,HS,"$15,001-$25,000",Yes,300,2,4,1,no
86,Democrat,Clinton,5,,5,,Clinton,No,,,No,No,No,No,0,,,22,13,22,13,4,,4,Yes,Dem,,No,No,,,No,No,0,,,11,5,11,5,40,0,20,0,"I wanted the money for myself, I don't know anything else about the other person to make a better decision.",3,5,No,,,,,Male,34,HS,"$35,001-$50,000",Yes,11000,3,5,1,yes
87,Democrat,Clinton,5,,5,,Sanders,Yes,,,Yes,Yes,Yes,Yes,2,,,109,100,109,100,4,,4,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,86,88,86,88,40,0,20,20,I wanted to be fair,1,6,No,,,,,Female,32,Coll,"$50,001-$65,000",Yes,37000,1,5,1,yes
88,Democrat,Trump,,4,4,,Sanders,Yes,No,No,,,No,No,0,36,26,,,36,26,5,,5,Yes,Dem,,No,No,,,No,No,0,,,60,55,60,55,40,0,20,0,I saw no justification in transfering funds to the other mturker,4,2,No,,,,,Male,36,<Coll,"$50,001-$65,000",Yes,1000,3,2,1,yes
89,Democrat,Clinton,3,,3,,Sanders,Yes,,,No,No,No,No,0,,,8,3,8,3,2,,2,Yes,Other,,No,No,,,No,No,0,,,22,13,22,13,40,0,20,5,I wanted to keep more money.,1,5,No,,,,,Male,24,Coll,"$35,001-$50,000",Yes,3300,3,4,1,yes
90,Democrat,Trump,,5,5,,Sanders,Yes,No,No,,,No,No,0,31,21,,,31,21,2,,2,Yes,Other,,No,No,,,No,No,0,,,39,30,39,30,40,0,20,0,I am doing surveys to make money. This maximizes my return.,5,2,No,,,,,Male,29,Coll,"$65,001-$80,000",Yes,200ish,2,1,1,yes
91,Republican,Trump,,2,2,Trump,,No,No,No,,,No,No,0,10,4,,,10,4,,4,4,Yes,Rep,,,,No,No,No,No,0,20,11,,,20,11,40,0,20,40,It feels great to support others.,3,1,No,,,,,Male,31,Coll,"$65,001-$80,000",Yes,50,2,1,1,yes
92,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,125,100,125,100,40,0,20,15,"Well, I like this person since they are a democratic Hillary supporter but, I don't know this person so I'll give them close to half but still keep more for myself.",1,7,No,,,,,Female,20,<Coll,"$15,001-$25,000",Yes,94,5,4,1,yes
93,Republican,Trump,,5,5,Trump,,Yes,No,No,,,No,No,0,-49,0,,,-49,0,,5,5,Yes,Rep,,,,Yes,No,Yes,No,1,-49,0,,,-49,0,40,0,20,0,Just a hunch ,5,1,No,,,,,Male,31,<Coll,"$35,001-$50,000",Yes,50000,2,3,1,yes
94,Democrat,Trump,,7,7,,Sanders,Yes,No,No,,,No,No,0,125,100,,,125,100,6,,6,Yes,Dem,,No,No,,,No,No,0,,,125,100,125,100,40,0,20,0,I want to get the most money possible,7,1,No,,,,,Female,28,Voc,"$35,001-$50,000",Yes,10000,3,5,1,yes
95,Democrat,Clinton,5,,5,,Clinton,Yes,,,No,No,No,No,0,,,72,70,72,70,5,,5,Yes,Dem,,No,No,,,No,No,0,,,116,100,116,100,40,0,20,0,I want to keep everything because that is what maximizes my bonus.,2,6,No,,,,,Female,53,HS,"$10,001-$15,000",Yes,10058,3,2,1,yes
96,Democrat,Trump,,3,3,,Sanders,Yes,No,No,,,No,No,0,24,14,,,24,14,5,,5,Yes,Dem,,No,No,,,No,No,0,,,68,65,68,65,0,40,40,20,hoping we could split it.,3,1,No,,,,,Male,37,<Coll,"$25,001-$35,000",Yes,500,2,2,1,no
97,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,10,4,10,4,5,,5,Yes,Dem,,Yes,No,,,Yes,No,1,,,10,4,10,4,40,0,20,0,"I made this decision because I really need this bonus due to my current financial situation, every cent counts.",1,6,No,,,,,Male,31,<Coll,"$15,001-$25,000",Yes,3000,3,5,1,yes
98,Democrat,Trump,,1,1,,Sanders,Yes,No,No,,,No,No,0,-100,0,,,-100,0,5,,5,Yes,Dem,,Yes,No,,,Yes,No,1,,,63,58,63,58,40,0,20,0,I don't like Trump supporters. I'm only voting for Trump so Democrats can get someone better than Hilary in 4 years.,1,1,No,,,,,Female,36,Coll,"$25,001-$35,000",Yes,60,3,1,1,yes
99,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,79,79,,,79,79,,7,7,Yes,Rep,,,,Yes,No,Yes,No,1,44,35,,,44,35,40,0,20,40,I feel really generous toward people today.  So I don't really care about a bonus at this time.,7,1,Yes,,,,,Male,34,Coll,"$35,001-$50,000",Yes,60,3,1,1,yes
100,Republican,Trump,,7,7,Trump,,No,No,No,,,No,No,0,125,100,,,125,100,,7,7,Unable,,,,,No,No,No,No,0,124,100,,,124,100,40,0,0,20,Because I would like to keep a little of the money for myself.,7,1,No,,,,,Female,53,<HS,"$25,001-$35,000",Yes,1035,1,3,1,no
101,Democrat,Clinton,2,,2,,Sanders,Yes,,,No,No,No,No,0,,,-45,0,-45,0,5,,5,Yes,Dem,,No,Yes,,,No,Yes,1,,,40,31,40,31,40,0,20,0,I am poor and want a decent bonus,1,2,No,,,,,Male,21,<Coll,"$5,000-$10,000",Yes,50,3,4,1,yes
102,Democrat,Clinton,5,,5,,Sanders,No,,,No,No,No,No,0,,,42,33,42,33,5,,5,Yes,Other,,No,No,,,No,No,0,,,34,24,34,24,40,0,20,20,I thought an equal distribution was the fair thing for a bonus neither of us did anything to earn.,1,5,No,,,,,Male,54,Coll,"$65,001-$80,000",Yes,26000,2,4,1,yes
103,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,57,51,57,51,6,,6,Yes,Other,,No,No,,,No,No,0,,,53,46,53,46,40,0,20,20,I wanted to be fair,1,7,No,,,,,Female,35,HS,"$15,001-$25,000",Yes,2000,4,5,1,yes
104,Republican,Clinton,5,,5,Other,,No,,,No,No,No,No,0,,,33,23,33,23,,4,4,Yes,Rep,,,,No,No,No,No,0,21,12,,,21,12,40,0,20,10,I wanted to give them something but I want to maximize my bonus.,1,5,No,,,,,Female,39,HS,"$35,001-$50,000",Yes,2000,3,5,1,yes
105,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,Yes,No,Yes,1,,,88,90,88,90,6,,6,Yes,Dem,,No,No,,,No,No,0,,,97,99,97,99,40,40,20,20,Fair and equitable,1,6,No,,,,,Female,61,Coll,"$25,001-$35,000",Yes,30,1,5,1,no
106,Democrat,Clinton,1,,1,,Sanders,Yes,,,No,No,No,No,0,,,5,1,5,1,2,,2,Yes,Other,,No,No,,,No,No,0,,,75,74,75,74,40,0,20,0,Hillary supporters are blind. I cannot help endorse a crooked candidate or her supporters.,1,1,No,,,,,Male,32,Coll,"$35,001-$50,000",Yes,800,4,1,1,yes
107,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,14,7,14,7,6,,6,Yes,Dem,,No,No,,,No,No,0,,,21,12,21,12,40,0,20,0,I wanted all the money.,1,6,No,,,,,Male,35,Coll,"$50,001-$65,000",Yes,10000,2,5,1,yes
108,Republican,Trump,,5,5,Other,,No,No,No,,,No,No,0,55,48,,,55,48,,5,5,Yes,Rep,,,,No,No,No,No,0,68,65,,,68,65,30,10,20,20,I think it would be fair that way.,5,3,No,,,,,Female,34,Voc,"$10,001-$15,000",Yes,90,3,4,1,no
109,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,122,100,122,100,6,,6,Yes,Other,,No,No,,,No,No,0,,,72,70,72,70,40,0,20,10,"The total amount of money for the survey was .70. If I gave the other person .10, that maxed out the survey for me at 1.00. In the past I usually divide the money up evenly, but I really am having a hard time financially right now and I really could use he whole .40. I just do not want to keep it all for myself and give them nothing because that would make me feel really bad, so I wanted to share a portion at least.",1,7,No,,,,,Female,50,Voc,"<$5,000",Yes,500,4,2,1,yes
110,Democrat,Clinton,6,,6,,Clinton,Yes,,,No,No,No,No,0,,,54,48,54,48,5,,5,Yes,Dem,,Yes,No,,,Yes,No,1,,,55,49,55,49,40,0,20,15,I wanted to maximize my bonus,1,6,No,,,,,Female,56,HS,"$10,001-$15,000",Yes,70,3,4,1,yes
111,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,121,100,121,100,40,0,20,20,"I did what I did, because I like democrats.",1,7,No,,,,,Female,34,<Coll,"$35,001-$50,000",Yes,30000,1,5,1,yes
112,Republican,Trump,,5,5,Other,,No,No,No,,,No,No,0,18,10,,,18,10,,6,6,Yes,Rep,,,,No,No,No,No,0,79,79,,,79,79,40,0,20,20,I felt it fair that we each receive the same amount.,6,1,No,,,,,Female,50,<Coll,"$80,001-$100,000",Yes,100,3,4,1,yes
113,Democrat,Clinton,1,,1,,Sanders,Yes,,,No,No,No,No,0,,,4,1,4,1,1,,1,Yes,Dem,,No,No,,,No,No,0,,,13,6,13,6,40,0,20,0,"I am here to make money, and I make the most money by keeping it for myself.",1,2,No,,,,,Male,42,Voc,"$10,001-$15,000",Yes,1200,3,2,1,yes
114,Republican,Trump,,3,3,Other,,No,No,No,,,No,No,0,-20,0,,,-20,0,,1,1,Yes,Other,,,,No,No,No,No,0,-22,0,,,-22,0,40,0,20,20,I am working just as hard as this person is working for pennies on the dollar. I hope they appreciate my willingness to give them half of something I could have kept all of. Karma,4,1,No,,,,,Female,32,<Coll,">$100,000",Yes,"approx 750 total, this is my second one today",3,1,1,yes
115,Republican,Trump,,4,4,Trump,,No,No,No,,,No,No,0,12,5,,,12,5,,3,3,No,,No,,,No,No,No,No,0,35,26,,,35,26,40,0,20,0,i want more for myself,4,3,No,,,,,Female,22,<Coll,"$35,001-$50,000",Yes,1000,1,5,1,yes
116,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,6,2,6,2,5,,5,Yes,Dem,,No,No,,,No,No,0,,,99,99,99,99,40,0,20,10,"I wanted to keep a lot of the money, but I felt bad not giving anything so I felt like 10 was a good compromise.",1,5,No,,,,,Female,30,Coll,"$35,001-$50,000",Yes,10000,5,1,1,yes
117,Democrat,Clinton,7,,7,,Clinton,Yes,,,Yes,No,Yes,No,1,,,68,65,68,65,5,,5,Yes,Dem,,Yes,No,,,Yes,No,1,,,44,36,44,36,40,0,20,20,WIn-win. Equal share. Even if the other person's a Trump supporter. Same decision.,1,7,No,,,,,Male,36,Coll,"$65,001-$80,000",Yes,400,3,2,1,yes
118,Republican,Trump,,5,5,Other,,Yes,No,Yes,,,No,Yes,1,53,46,,,53,46,,5,5,Yes,Rep,,,,No,No,No,No,0,125,100,,,125,100,40,40,40,40,I wanted us both to benefit,6,2,No,,,,,Female,45,HS,">$100,000",Yes,6000,4,2,1,no
119,Republican,Trump,,5,5,Other,,Yes,No,No,,,No,No,0,49,42,,,49,42,,5,5,Yes,Rep,,,,Yes,No,Yes,No,1,59,53,,,59,53,40,0,20,0,i don't believe there is another person,6,1,No,,,,,Male,58,Grad,"$80,001-$100,000",Yes,12,1,1,1,yes
120,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,125,100,125,100,40,0,20,20,I feel a kinship with a Democrat more than a Republican.,1,7,Yes,,,,,Female,44,<Coll,"$15,001-$25,000",Yes,400,4,1,1,yes
121,Democrat,Clinton,7,,7,,Sanders,Yes,,,Yes,No,Yes,No,1,,,22,13,22,13,6,,6,Yes,Dem,,Yes,No,,,Yes,No,1,,,28,18,28,18,40,0,20,10,"I'm a generous person but I didn't want to give all of my bonus away so I opted to give half of half my bonus, which was 10 cents.",1,5,No,,,,,Male,30,<Coll,"$35,001-$50,000",Yes,2000,3,2,1,yes
122,Republican,Trump,,3,3,Trump,,No,No,No,,,No,No,0,11,5,,,11,5,,5,5,No,,No,,,No,No,No,No,0,12,5,,,12,5,40,0,20,20,It's a equitable choice. We both get the same bonus if I transfer 20 cents.,5,4,No,,,,,Male,20,<Coll,"$50,001-$65,000",Yes,1200,2,1,1,yes
123,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,-49,0,-49,0,5,,5,Yes,Dem,,No,No,,,No,No,0,,,-49,0,-49,0,40,0,20,0,I am greedy ,1,7,No,,,,,Female,34,Grad,">$100,000",Yes,700,5,5,1,yes
124,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,1,0,1,0,4,,4,Yes,Dem,,No,No,,,No,No,0,,,8,3,8,3,40,0,20,20,I just wanted to be fair.,1,6,No,,,,,Female,58,<Coll,"<$5,000",Yes,5295,3,3,1,yes
125,Democrat,Clinton,7,,7,,Sanders,No,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,Yes,No,,,Yes,No,1,,,125,100,125,100,40,0,20,20,I made the decision I did because I felt like I identified strongly with the other person because they affiliate with the Democratic party and support Hillary Clinton just like me.,1,7,No,,,,,Male,28,<Coll,">$100,000",Yes,700,5,5,1,yes
126,Democrat,Clinton,1,,1,,Sanders,Yes,,,Yes,No,Yes,No,1,,,-100,0,-100,0,1,,1,No,,No,No,No,,,No,No,0,,,-100,0,-100,0,40,0,20,0,I don't want to transfer my money,1,2,No,,,,,Male,26,HS,"$25,001-$35,000",Yes,500+,4,2,1,yes
127,Democrat,Clinton,6,,6,,Sanders,No,,,No,No,No,No,0,,,47,39,47,39,7,,7,Yes,Dem,,No,No,,,No,No,0,,,69,66,69,66,40,0,20,10,"I wanted to transfer something, but I still wanted to get a bonus",1,6,No,,,,,Female,32,Grad,"$80,001-$100,000",Yes,2500,3,1,1,yes
128,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,13,6,13,6,4,,4,Yes,Other,,Yes,No,,,Yes,No,1,,,42,33,42,33,40,0,20,5,I wanted to maximize my bonus while still transferring some to the other person,1,7,No,,,,,Female,26,Coll,"$25,001-$35,000",Yes,1500,4,4,1,yes
129,Republican,Trump,,5,5,Other,,Yes,No,Yes,,,No,Yes,1,35,25,,,35,25,,5,5,No,,Yes-Rep,,,No,Yes,No,Yes,1,14,7,,,14,7,0,0,20,0,"I chose to take the money for myself, while this was greedy, I have no idea of knowing whether they also chose 0. ",5,3,No,,,,,Male,19,<Coll,"$50,001-$65,000",Yes,12,3,5,1,no
130,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,16,8,16,8,3,,3,Yes,Dem,,No,No,,,No,No,0,,,41,32,41,32,10,30,20,15,I just thought it was a fair bonus decision for the other person.,3,4,No,,,,,Male,28,<Coll,"$10,001-$15,000",Yes,80,1,3,1,no
131,Democrat,Clinton,7,,7,,Sanders,No,,,No,No,No,No,0,,,46,38,46,38,6,,6,Yes,Other,,No,No,,,No,No,0,,,22,13,22,13,40,0,20,20,I felt they deserved at least half of it. ,1,7,No,,,,,Male,27,HS,"$35,001-$50,000",Yes,4000,3,4,1,yes
132,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,Yes,No,Yes,1,,,10,4,10,4,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,43,34,43,34,40,0,20,0,"i need the money,all of it,so i kept it ,all of it",2,7,No,,,,,Male,40,Coll,"$80,001-$100,000",Yes,4000,3,2,1,yes
133,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,-50,0,-50,0,6,,6,Yes,Dem,,No,No,,,No,No,0,,,-30,0,-30,0,40,0,20,0,"Because I'm broke and need the money. Also, there's no hope of policies promoting wealth equality happening under Clinton so I'm keeping everything I can. The primaries were rigged and the only reason I would ever vote for Clinton is because Trump is terrifying. Actually, I'm still considering voting for Stein.",3,4,No,,,,,Female,42,Coll,"$25,001-$35,000",Yes,250,2,5,1,yes
134,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,-100,0,-100,0,1,,1,No,,No,No,Yes,,,No,Yes,1,,,-75,0,-75,0,40,0,0,0,I want the most possible,1,1,No,,,,,Female,23,<HS,"$25,001-$35,000",Yes,20k,1,1,1,no
135,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,44,36,44,36,7,,7,Yes,Dem,,No,No,,,No,No,0,,,114,100,114,100,40,0,20,20,fair,1,7,No,,,,,Male,33,Coll,"$15,001-$25,000",Yes,70000,3,3,1,yes
136,Democrat,Trump,,2,2,,Sanders,No,No,No,,,No,No,0,25,15,,,25,15,1,,1,Yes,Other,,No,No,,,No,No,0,,,5,1,5,1,40,0,20,20,It was fair.,3,1,No,,,,,Male,28,<Coll,"$65,001-$80,000",Yes,2500,4,5,1,yes
137,Republican,Trump,,7,7,Trump,,Yes,Yes,No,,,Yes,No,1,125,100,,,125,100,,7,7,Yes,Rep,,,,Yes,No,Yes,No,1,76,75,,,76,75,40,0,20,20,I thought I would share equally because they share my political beliefs.  That doesn't mean I believe in income equality.  ,7,1,No,,,,,Female,59,<Coll,"$50,001-$65,000",Yes,over three thousand,2,1,1,yes
138,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,14,6,14,6,6,,6,Yes,Dem,,No,No,,,No,No,0,,,7,2,7,2,40,0,20,20,It was a fair decision where we both get the same amount.,1,7,No,,,,,Female,45,Voc,"<$5,000",Yes,1000,3,5,1,yes
139,Democrat,Clinton,2,,2,,Clinton,No,,,No,No,No,No,0,,,-5,0,-5,0,1,,1,Yes,Other,,No,No,,,No,No,0,,,20,11,20,11,40,40,20,20,It was the fair decision for us both to benefit from the bonus.,1,4,No,,,,,Female,31,Coll,"$35,001-$50,000",Yes,75,3,3,1,no
140,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,75,74,75,74,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,94,96,94,96,40,0,20,20,I like to share,1,7,No,,,,,Male,65,<Coll,"$35,001-$50,000",Yes,6600,3,5,1,yes
141,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,Yes,No,Yes,1,,,77,77,77,77,5,,5,Yes,Dem,,No,No,,,No,No,0,,,54,47,54,47,40,0,20,20,"I would hope they'd do the same for me. If I don't behave a certain way, I can't expect others to. ",1,7,No,,,,,Male,39,Coll,"$15,001-$25,000",Yes,150,3,4,1,yes
142,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,25,15,25,15,5,,5,Yes,Dem,,No,Yes,,,No,Yes,1,,,9,4,9,4,40,0,20,0,I made the decision I did specifically because if given the opportunity they would do the same. My choice had nothing to do with their political party affiliation. ,1,4,No,,,,,Female,28,<Coll,"$25,001-$35,000",Yes,"3,000",3,2,1,yes
143,Republican,Trump,,6,6,Other,,Yes,No,No,,,No,No,0,63,59,,,63,59,,4,4,Yes,Other,,,,No,No,No,No,0,2,0,,,2,0,40,0,20,10,To share some with him.,7,1,No,,,,,Male,60,<Coll,">$100,000",Yes,1200,2,5,1,yes
144,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,-100,0,-100,0,1,,1,No,,No,No,Yes,,,No,Yes,1,,,-88,0,-88,0,40,0,20,20,I wanted to be fair to both of us.,4,4,No,,,,,Male,35,Coll,"$65,001-$80,000",Yes,7500,3,3,1,yes
145,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,31,22,31,22,1,,1,Yes,Other,,No,Yes,,,No,Yes,1,,,43,35,43,35,40,0,20,10,Well im not a big Hillary supporter nor Democratic Party supporter. They mostly work for the same people the republicans do any more. They're corporate benefactors. So im gonna keep the majority of the bonus money,2,4,No,,,,,Male,41,<Coll,"$15,001-$25,000",Yes,1300,3,5,1,yes
146,Democrat,Clinton,2,,2,,Sanders,No,,,No,No,No,No,0,,,4,1,4,1,2,,2,No,,No,No,No,,,No,No,0,,,6,2,6,2,40,0,20,10,I thought that would be a fair amount to donate. ,3,4,No,,,,,Female,42,<Coll,"$5,000-$10,000",Yes,1000,3,1,1,yes
147,Democrat,Clinton,3,,3,,Clinton,No,,,No,No,No,No,0,,,51,44,51,44,3,,3,Yes,Other,,No,No,,,No,No,0,,,-49,0,-49,0,40,40,20,5,It was the lowest amount besides zero. It is 40 cents so no one should be upset about not getting their fair share. ,2,4,No,,,,,Male,39,Coll,"$65,001-$80,000",Yes,350,3,3,1,no
148,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,70,67,70,67,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,79,79,79,79,40,0,20,20,"I believe in equality, so I gave half so that we both end up with the same amount",1,7,No,,,,,Female,55,Coll,"$65,001-$80,000",Yes,575,3,4,1,yes
149,Republican,Trump,,1,1,Other,,No,No,No,,,No,No,0,-100,0,,,-100,0,,1,1,Yes,Other,,,,No,No,No,No,0,-12,0,,,-12,0,0,0,20,20,I wanted to be as fair as possible.,1,1,No,,,,,Female,29,<Coll,"$10,001-$15,000",Yes,13411,4,1,1,no
150,Democrat,Clinton,6,,6,,Clinton,Yes,,,No,No,No,No,0,,,92,94,92,94,7,,7,Yes,Dem,,No,No,,,No,No,0,,,90,92,90,92,40,0,20,20,"I wanted to earn some bonus money, but I didn't want to keep everything for myself and be selfish.",1,7,No,,,,,Female,44,Grad,"$35,001-$50,000",Yes,200,2,4,1,yes
151,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,9,3,9,3,3,,3,Yes,Dem,,No,No,,,No,No,0,,,31,21,31,21,30,10,20,10,"I needed the bonus, but I also wanted to share some of it with the other person.",4,5,No,,,,,Female,27,<Coll,">$100,000",Yes,200,4,3,1,no
152,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,27,18,27,18,5,,5,Yes,Dem,,No,No,,,No,No,0,,,51,44,51,44,40,0,20,20,It was most fair.,1,6,No,,,,,Female,36,HS,"$15,001-$25,000",Yes,15000,2,3,1,yes
153,Republican,Clinton,2,,2,Other,,Yes,,,No,No,No,No,0,,,32,23,32,23,,5,5,Yes,Rep,,,,Yes,Yes,Yes,Yes,2,84,85,,,84,85,40,0,20,20,"It's free money, may as well split it.",1,3,No,,,,,Male,29,Coll,">$100,000",Yes,1500,2,5,1,yes
154,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,-14,0,-14,0,4,,4,Yes,Dem,,No,No,,,No,No,0,,,-9,0,-9,0,40,0,20,5,I just wanted the majority of the money,2,1,No,,,,,Female,39,<Coll,"$15,001-$25,000",Yes,14000,3,3,1,yes
155,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,59,53,59,53,5,,5,Yes,Dem,,No,No,,,No,No,0,,,70,67,70,67,40,0,20,10,I wanted to keep most of the money but still give a little so the other person wouldnt get nothing,2,4,No,,,,,Male,29,Coll,"$15,001-$25,000",Yes,300,3,4,1,yes
156,Democrat,Clinton,7,,7,,Clinton,No,,,Yes,No,Yes,No,1,,,65,61,65,61,5,,5,Yes,Other,,No,No,,,No,No,0,,,51,43,51,43,40,0,20,20,The other person started out with zero and I wanted to share what I had.,1,7,No,,,,,Female,47,Coll,"$65,001-$80,000",Yes,150,1,5,1,yes
157,Republican,Trump,,7,7,Trump,,No,No,No,,,No,No,0,125,100,,,125,100,,7,7,No,,No,,,No,No,No,No,0,30,20,,,30,20,40,0,20,0,Because I want to keep the bonus.,7,3,No,,,,,Male,33,<Coll,"$35,001-$50,000",Yes,400,4,1,1,yes
158,Republican,Trump,,4,4,Trump,,Yes,No,No,,,No,No,0,-3,0,,,-3,0,,5,5,Yes,Rep,,,,No,No,No,No,0,25,15,,,25,15,40,0,20,0,I don't know the other person and I want to maximize my earnings.,5,1,No,,,,,Male,29,Coll,"$35,001-$50,000",Yes,6000,1,1,1,yes
159,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,11,5,11,5,5,,5,Yes,Dem,,No,Yes,,,No,Yes,1,,,32,23,32,23,40,0,20,20,It is the right and fair thing to do.,1,6,Yes,,,,,Female,37,Grad,">$100,000",Yes,5000,3,3,1,yes
160,Democrat,Clinton,7,,7,,Sanders,Yes,,,Yes,No,Yes,No,1,,,95,97,95,97,6,,6,Yes,Other,,Yes,Yes,,,Yes,Yes,2,,,74,72,74,72,40,0,20,20,It was the fair thing to do.,1,7,No,,,,,Male,62,Grad,">$100,000",Yes,15014,3,5,1,yes
161,Republican,Clinton,1,,1,Other,,No,,,No,No,No,No,0,,,-100,0,-100,0,,1,1,No,,No,,,No,No,No,No,0,-100,0,,,-100,0,40,0,20,20,Sharing what I have is not one of my faults.,4,4,No,,,,,Male,65,Coll,"$35,001-$50,000",Yes,6200,5,4,1,yes
162,Republican,Trump,,7,7,Trump,,No,No,No,,,No,No,0,125,100,,,125,100,,4,4,Yes,Rep,,,,No,No,No,No,0,47,39,,,47,39,40,0,20,20,I wanted to be fair and equitable to another Trump supporter here.,7,1,No,,,,,Female,32,<Coll,"$15,001-$25,000",Yes,7000,2,4,1,yes
163,Democrat,Clinton,5,,5,,Clinton,No,,,No,No,No,No,0,,,31,22,31,22,3,,3,Yes,Other,,No,No,,,No,No,0,,,26,17,26,17,40,0,20,20,Because that's the most fair and equitable outcome for both parties. It would be irresponsible for me to transfer less than 20 cents to the other person.,1,7,No,,,,,Female,29,Coll,"<$5,000",Yes,2200,4,5,1,yes
164,Democrat,Clinton,5,,5,,Clinton,Yes,,,No,No,No,No,0,,,25,15,25,15,2,,2,Yes,Other,,No,No,,,No,No,0,,,25,15,25,15,40,0,20,20,"Assuming no deception, the other person who presumably did the same work as me deserves the same bonus.",1,6,No,,,,,Female,27,Coll,"$35,001-$50,000",Yes,20000,2,3,1,yes
165,Democrat,Clinton,2,,2,,Sanders,Yes,,,No,No,No,No,0,,,14,6,14,6,2,,2,Yes,Dem,,No,No,,,No,No,0,,,57,51,57,51,40,0,20,0,It's not my priority to give money to somebody else,1,3,No,,,,,Male,29,HS,"$10,001-$15,000",Yes,1000,5,1,1,yes
